[2026-01-16T23:32:47.464Z] 
=== Starting validation for: boy.zip ===
[2026-01-16T23:32:47.465Z] ZIP file size: 1MB
[2026-01-16T23:32:47.838Z] Found assets folder content
[2026-01-16T23:32:47.838Z] Checking: assets/nexo/items/graveyard/old_soul_lantern.json (isDirectory: false)
[2026-01-16T23:32:47.839Z] Found assets folder content
[2026-01-16T23:32:47.839Z] Checking: assets/nexo/items/graveyard/small_tombstone_1.json (isDirectory: false)
[2026-01-16T23:32:47.839Z] Found assets folder content
[2026-01-16T23:32:47.839Z] Checking: assets/nexo/items/graveyard/small_tombstone_2.json (isDirectory: false)
[2026-01-16T23:32:47.839Z] Found assets folder content
[2026-01-16T23:32:47.839Z] Checking: assets/nexo/items/graveyard/small_tombstone_3.json (isDirectory: false)
[2026-01-16T23:32:47.840Z] Found assets folder content
[2026-01-16T23:32:47.840Z] Checking: assets/nexo/items/graveyard/tomb_open.json (isDirectory: false)
[2026-01-16T23:32:47.840Z] Found assets folder content
[2026-01-16T23:32:47.840Z] Checking: assets/nexo/items/graveyard/tomb_sealed.json (isDirectory: false)
[2026-01-16T23:32:47.840Z] Found assets folder content
[2026-01-16T23:32:47.840Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_apple_bowl.json (isDirectory: false)
[2026-01-16T23:32:47.841Z] Found assets folder content
[2026-01-16T23:32:47.841Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_backsplash_green.json (isDirectory: false)
[2026-01-16T23:32:47.841Z] Found assets folder content
[2026-01-16T23:32:47.841Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_backsplash_white.json (isDirectory: false)
[2026-01-16T23:32:47.841Z] Found assets folder content
[2026-01-16T23:32:47.841Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_cabinet_1.json (isDirectory: false)
[2026-01-16T23:32:47.842Z] Found assets folder content
[2026-01-16T23:32:47.842Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_cabinet_2.json (isDirectory: false)
[2026-01-16T23:32:47.842Z] Found assets folder content
[2026-01-16T23:32:47.842Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_counter.json (isDirectory: false)
[2026-01-16T23:32:47.842Z] Found assets folder content
[2026-01-16T23:32:47.843Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_dish_rack.json (isDirectory: false)
[2026-01-16T23:32:47.843Z] Found assets folder content
[2026-01-16T23:32:47.843Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_exhaust_hood.json (isDirectory: false)
[2026-01-16T23:32:47.843Z] Found assets folder content
[2026-01-16T23:32:47.844Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_fridge_green.json (isDirectory: false)
[2026-01-16T23:32:47.844Z] Found assets folder content
[2026-01-16T23:32:47.844Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_fridge_silver.json (isDirectory: false)
[2026-01-16T23:32:47.844Z] Found assets folder content
[2026-01-16T23:32:47.844Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_hanging_lamp.json (isDirectory: false)
[2026-01-16T23:32:47.844Z] Found assets folder content
[2026-01-16T23:32:47.844Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_hanging_lamp_off.json (isDirectory: false)
[2026-01-16T23:32:47.845Z] Found assets folder content
[2026-01-16T23:32:47.845Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_island.json (isDirectory: false)
[2026-01-16T23:32:47.845Z] Found assets folder content
[2026-01-16T23:32:47.845Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_island_stove.json (isDirectory: false)
[2026-01-16T23:32:47.845Z] Found assets folder content
[2026-01-16T23:32:47.845Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_microwave_green.json (isDirectory: false)
[2026-01-16T23:32:47.846Z] Found assets folder content
[2026-01-16T23:32:47.846Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_microwave_silver.json (isDirectory: false)
[2026-01-16T23:32:47.846Z] Found assets folder content
[2026-01-16T23:32:47.846Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_sink.json (isDirectory: false)
[2026-01-16T23:32:47.847Z] Found assets folder content
[2026-01-16T23:32:47.847Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_stove_green.json (isDirectory: false)
[2026-01-16T23:32:47.847Z] Found assets folder content
[2026-01-16T23:32:47.847Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_stove_silver.json (isDirectory: false)
[2026-01-16T23:32:47.847Z] Found assets folder content
[2026-01-16T23:32:47.847Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_toaster_green.json (isDirectory: false)
[2026-01-16T23:32:47.848Z] Found assets folder content
[2026-01-16T23:32:47.848Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_toaster_silver.json (isDirectory: false)
[2026-01-16T23:32:47.848Z] Found assets folder content
[2026-01-16T23:32:47.848Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_trash_can_green.json (isDirectory: false)
[2026-01-16T23:32:47.848Z] Found assets folder content
[2026-01-16T23:32:47.849Z] Checking: assets/nexo/items/modern_kitchen/modern_kitchen_trash_can_silver.json (isDirectory: false)
[2026-01-16T23:32:47.849Z] Found assets folder content
[2026-01-16T23:32:47.849Z] Checking: assets/nexo/items/quest_boards_v2/large_quest_board.json (isDirectory: false)
[2026-01-16T23:32:47.849Z] Found assets folder content
[2026-01-16T23:32:47.849Z] Checking: assets/nexo/items/quest_boards_v2/medium_quest_board.json (isDirectory: false)
[2026-01-16T23:32:47.849Z] Found assets folder content
[2026-01-16T23:32:47.850Z] Checking: assets/nexo/items/quest_boards_v2/small_quest_board.json (isDirectory: false)
[2026-01-16T23:32:47.850Z] Found assets folder content
[2026-01-16T23:32:47.850Z] Checking: assets/nexo/items/spider_decor/corner_web_2x2.json (isDirectory: false)
[2026-01-16T23:32:47.850Z] Found assets folder content
[2026-01-16T23:32:47.850Z] Checking: assets/nexo/items/spider_decor/corner_web_2x3.json (isDirectory: false)
[2026-01-16T23:32:47.851Z] Found assets folder content
[2026-01-16T23:32:47.851Z] Checking: assets/nexo/items/spider_decor/corner_web_3x2.json (isDirectory: false)
[2026-01-16T23:32:47.851Z] Found assets folder content
[2026-01-16T23:32:47.851Z] Checking: assets/nexo/items/spider_decor/egg_sack_medium.json (isDirectory: false)
[2026-01-16T23:32:47.851Z] Found assets folder content
[2026-01-16T23:32:47.852Z] Checking: assets/nexo/items/spider_decor/egg_sack_small.json (isDirectory: false)
[2026-01-16T23:32:47.852Z] Found assets folder content
[2026-01-16T23:32:47.852Z] Checking: assets/nexo/items/spider_decor/hanging_web_1x1.json (isDirectory: false)
[2026-01-16T23:32:47.852Z] Found assets folder content
[2026-01-16T23:32:47.852Z] Checking: assets/nexo/items/spider_decor/hanging_web_1x2.json (isDirectory: false)
[2026-01-16T23:32:47.853Z] Found assets folder content
[2026-01-16T23:32:47.853Z] Checking: assets/nexo/items/spider_decor/hanging_web_2x2.json (isDirectory: false)
[2026-01-16T23:32:47.853Z] Found assets folder content
[2026-01-16T23:32:47.853Z] Checking: assets/nexo/items/spider_decor/hanging_web_3x2.json (isDirectory: false)
[2026-01-16T23:32:47.854Z] Found assets folder content
[2026-01-16T23:32:47.854Z] Checking: assets/nexo/items/spider_decor/spider_hole_large.json (isDirectory: false)
[2026-01-16T23:32:47.854Z] Found assets folder content
[2026-01-16T23:32:47.854Z] Checking: assets/nexo/items/spider_decor/spider_hole_small.json (isDirectory: false)
[2026-01-16T23:32:47.854Z] Found assets folder content
[2026-01-16T23:32:47.855Z] Checking: assets/nexo/items/spider_decor/web_wrapped_player_floor.json (isDirectory: false)
[2026-01-16T23:32:47.855Z] Found assets folder content
[2026-01-16T23:32:47.855Z] Checking: assets/nexo/items/spider_decor/web_wrapped_player_hanging.json (isDirectory: false)
[2026-01-16T23:32:47.855Z] Found assets folder content
[2026-01-16T23:32:47.855Z] Checking: assets/nexo/items/spider_decor/web_wrapped_player_standing.json (isDirectory: false)
[2026-01-16T23:32:47.856Z] Found assets folder content
[2026-01-16T23:32:47.856Z] Checking: assets/nexo/items/spider_decor/web_wrapped_player_wall.json (isDirectory: false)
[2026-01-16T23:32:47.856Z] Found assets folder content
[2026-01-16T23:32:47.856Z] Checking: assets/nexo/items/vanilla_tools/shields/copper_shield.json (isDirectory: false)
[2026-01-16T23:32:47.856Z] Found assets folder content
[2026-01-16T23:32:47.857Z] Checking: assets/nexo/items/vanilla_tools/shields/diamond_shield.json (isDirectory: false)
[2026-01-16T23:32:47.857Z] Found assets folder content
[2026-01-16T23:32:47.857Z] Checking: assets/nexo/items/vanilla_tools/shields/golden_shield.json (isDirectory: false)
[2026-01-16T23:32:47.857Z] Found assets folder content
[2026-01-16T23:32:47.857Z] Checking: assets/nexo/items/vanilla_tools/shields/iron_shield.json (isDirectory: false)
[2026-01-16T23:32:47.857Z] Found assets folder content
[2026-01-16T23:32:47.858Z] Checking: assets/nexo/items/vanilla_tools/shields/netherite_shield.json (isDirectory: false)
[2026-01-16T23:32:47.858Z] Found assets folder content
[2026-01-16T23:32:47.858Z] Checking: assets/nexo/items/vanilla_tools/shields/stone_shield.json (isDirectory: false)
[2026-01-16T23:32:47.858Z] Found assets folder content
[2026-01-16T23:32:47.858Z] Checking: assets/nexo/items/vanilla_tools/shields/wooden_shield.json (isDirectory: false)
[2026-01-16T23:32:47.859Z] Found assets folder content
[2026-01-16T23:32:47.859Z] Checking: assets/minecraft/items/workshop_six/more_fences/log_fence.json (isDirectory: false)
[2026-01-16T23:32:47.859Z] Found assets folder content
[2026-01-16T23:32:47.859Z] Checking: assets/minecraft/items/workshop_six/more_fences/log_fence_inner.json (isDirectory: false)
[2026-01-16T23:32:47.859Z] Found assets folder content
[2026-01-16T23:32:47.859Z] Checking: assets/minecraft/items/workshop_six/more_fences/log_fence_left.json (isDirectory: false)
[2026-01-16T23:32:47.860Z] Found assets folder content
[2026-01-16T23:32:47.860Z] Checking: assets/minecraft/items/workshop_six/more_fences/log_fence_outer.json (isDirectory: false)
[2026-01-16T23:32:47.860Z] Found assets folder content
[2026-01-16T23:32:47.860Z] Checking: assets/minecraft/items/workshop_six/more_fences/log_fence_right.json (isDirectory: false)
[2026-01-16T23:32:47.860Z] Found assets folder content
[2026-01-16T23:32:47.861Z] Checking: assets/minecraft/items/workshop_six/more_fences/log_fence_straight.json (isDirectory: false)
[2026-01-16T23:32:47.861Z] Found assets folder content
[2026-01-16T23:32:47.861Z] Checking: assets/minecraft/items/workshop_six/more_fences/rope_fence.json (isDirectory: false)
[2026-01-16T23:32:47.861Z] Found assets folder content
[2026-01-16T23:32:47.861Z] Checking: assets/minecraft/items/workshop_six/more_fences/rope_fence_inner.json (isDirectory: false)
[2026-01-16T23:32:47.861Z] Found assets folder content
[2026-01-16T23:32:47.862Z] Checking: assets/minecraft/items/workshop_six/more_fences/rope_fence_left.json (isDirectory: false)
[2026-01-16T23:32:47.862Z] Found assets folder content
[2026-01-16T23:32:47.862Z] Checking: assets/minecraft/items/workshop_six/more_fences/rope_fence_outer.json (isDirectory: false)
[2026-01-16T23:32:47.862Z] Found assets folder content
[2026-01-16T23:32:47.862Z] Checking: assets/minecraft/items/workshop_six/more_fences/rope_fence_right.json (isDirectory: false)
[2026-01-16T23:32:47.863Z] Found assets folder content
[2026-01-16T23:32:47.863Z] Checking: assets/minecraft/items/workshop_six/more_fences/rope_fence_straight.json (isDirectory: false)
[2026-01-16T23:32:47.863Z] Found assets folder content
[2026-01-16T23:32:47.863Z] Checking: assets/minecraft/items/workshop_six/more_fences/stone_fence.json (isDirectory: false)
[2026-01-16T23:32:47.864Z] Found assets folder content
[2026-01-16T23:32:47.864Z] Checking: assets/minecraft/items/workshop_six/more_fences/stone_fence_inner.json (isDirectory: false)
[2026-01-16T23:32:47.864Z] Found assets folder content
[2026-01-16T23:32:47.864Z] Checking: assets/minecraft/items/workshop_six/more_fences/stone_fence_left.json (isDirectory: false)
[2026-01-16T23:32:47.864Z] Found assets folder content
[2026-01-16T23:32:47.865Z] Checking: assets/minecraft/items/workshop_six/more_fences/stone_fence_outer.json (isDirectory: false)
[2026-01-16T23:32:47.865Z] Found assets folder content
[2026-01-16T23:32:47.865Z] Checking: assets/minecraft/items/workshop_six/more_fences/stone_fence_right.json (isDirectory: false)
[2026-01-16T23:32:47.865Z] Found assets folder content
[2026-01-16T23:32:47.866Z] Checking: assets/minecraft/items/workshop_six/more_fences/stone_fence_straight.json (isDirectory: false)
[2026-01-16T23:32:47.866Z] Found assets folder content
[2026-01-16T23:32:47.866Z] Checking: assets/nexo/items/arm_chair.json (isDirectory: false)
[2026-01-16T23:32:47.866Z] Found assets folder content
[2026-01-16T23:32:47.867Z] Checking: assets/nexo/items/coffee_table.json (isDirectory: false)
[2026-01-16T23:32:47.867Z] Found assets folder content
[2026-01-16T23:32:47.867Z] Checking: assets/nexo/items/sofa.json (isDirectory: false)
[2026-01-16T23:32:47.867Z] Found assets folder content
[2026-01-16T23:32:47.867Z] Checking: assets/nexo/items/table_lamp.json (isDirectory: false)
[2026-01-16T23:32:47.868Z] Found assets folder content
[2026-01-16T23:32:47.868Z] Checking: assets/nexo/items/double_bed.json (isDirectory: false)
[2026-01-16T23:32:47.868Z] Found assets folder content
[2026-01-16T23:32:47.868Z] Checking: assets/nexo/items/tent_1.json (isDirectory: false)
[2026-01-16T23:32:47.868Z] Found assets folder content
[2026-01-16T23:32:47.869Z] Checking: assets/nexo/items/tent_2.json (isDirectory: false)
[2026-01-16T23:32:47.869Z] Found assets folder content
[2026-01-16T23:32:47.869Z] Checking: assets/nexo/items/forest_wolf_armor.json (isDirectory: false)
[2026-01-16T23:32:47.870Z] Found assets folder content
[2026-01-16T23:32:47.870Z] Checking: assets/nexo/items/forest_shield.json (isDirectory: false)
[2026-01-16T23:32:47.870Z] Found assets folder content
[2026-01-16T23:32:47.870Z] Checking: assets/nexo/items/streetlamp_wall_banner.json (isDirectory: false)
[2026-01-16T23:32:47.870Z] Found assets folder content
[2026-01-16T23:32:47.871Z] Checking: assets/nexo/items/streetlamp_banners.json (isDirectory: false)
[2026-01-16T23:32:47.871Z] Found assets folder content
[2026-01-16T23:32:47.871Z] Checking: assets/minecraft/items/crossbow.json (isDirectory: false)
[2026-01-16T23:32:47.871Z] Found assets folder content
[2026-01-16T23:32:47.871Z] Checking: assets/minecraft/items/paper.json (isDirectory: false)
[2026-01-16T23:32:47.871Z] Found assets folder content
[2026-01-16T23:32:47.872Z] Checking: assets/minecraft/items/chainmail_helmet.json (isDirectory: false)
[2026-01-16T23:32:47.872Z] Found assets folder content
[2026-01-16T23:32:47.872Z] Checking: assets/minecraft/items/chainmail_chestplate.json (isDirectory: false)
[2026-01-16T23:32:47.873Z] Found assets folder content
[2026-01-16T23:32:47.873Z] Checking: assets/minecraft/items/chainmail_leggings.json (isDirectory: false)
[2026-01-16T23:32:47.873Z] Found assets folder content
[2026-01-16T23:32:47.873Z] Checking: assets/minecraft/items/chainmail_boots.json (isDirectory: false)
[2026-01-16T23:32:47.873Z] Found assets folder content
[2026-01-16T23:32:47.874Z] Checking: assets/minecraft/items/elytra.json (isDirectory: false)
[2026-01-16T23:32:47.874Z] Found assets folder content
[2026-01-16T23:32:47.874Z] Checking: assets/minecraft/items/wolf_armor.json (isDirectory: false)
[2026-01-16T23:32:47.874Z] Found assets folder content
[2026-01-16T23:32:47.874Z] Checking: assets/minecraft/items/diamond_horse_armor.json (isDirectory: false)
[2026-01-16T23:32:47.874Z] Found assets folder content
[2026-01-16T23:32:47.875Z] Checking: assets/minecraft/items/netherite_axe.json (isDirectory: false)
[2026-01-16T23:32:47.875Z] Found assets folder content
[2026-01-16T23:32:47.875Z] Checking: assets/minecraft/items/netherite_hoe.json (isDirectory: false)
[2026-01-16T23:32:47.875Z] Found assets folder content
[2026-01-16T23:32:47.875Z] Checking: assets/minecraft/items/netherite_pickaxe.json (isDirectory: false)
[2026-01-16T23:32:47.875Z] Found assets folder content
[2026-01-16T23:32:47.876Z] Checking: assets/minecraft/items/netherite_shovel.json (isDirectory: false)
[2026-01-16T23:32:47.876Z] Found assets folder content
[2026-01-16T23:32:47.876Z] Checking: assets/minecraft/items/netherite_sword.json (isDirectory: false)
[2026-01-16T23:32:47.876Z] Found assets folder content
[2026-01-16T23:32:47.876Z] Checking: assets/minecraft/items/shield.json (isDirectory: false)
[2026-01-16T23:32:47.877Z] Found assets folder content
[2026-01-16T23:32:47.877Z] Checking: assets/minecraft/items/leather_horse_armor.json (isDirectory: false)
[2026-01-16T23:32:47.877Z] Found assets folder content
[2026-01-16T23:32:47.877Z] Checking: assets/nexo/sounds.json (isDirectory: false)
[2026-01-16T23:32:47.877Z] Found assets folder content
[2026-01-16T23:32:47.877Z] Checking: assets/minecraft/sounds.json (isDirectory: false)
[2026-01-16T23:32:47.878Z] Found assets folder content
[2026-01-16T23:32:47.878Z] Checking: assets/carpentry/sounds.json (isDirectory: false)
[2026-01-16T23:32:47.878Z] Found assets folder content
[2026-01-16T23:32:47.878Z] Checking: assets/minecraft/textures/required/arrow_next_icon.png (isDirectory: false)
[2026-01-16T23:32:47.879Z] Found assets folder content
[2026-01-16T23:32:47.879Z] Validating image: assets/minecraft/textures/required/arrow_next_icon.png
[2026-01-16T23:32:47.879Z] Checking: assets/minecraft/textures/required/arrow_previous_icon.png (isDirectory: false)
[2026-01-16T23:32:47.880Z] Found assets folder content
[2026-01-16T23:32:47.880Z] Validating image: assets/minecraft/textures/required/arrow_previous_icon.png
[2026-01-16T23:32:47.880Z] Checking: assets/minecraft/textures/required/cancel_icon.png (isDirectory: false)
[2026-01-16T23:32:47.880Z] Found assets folder content
[2026-01-16T23:32:47.880Z] Validating image: assets/minecraft/textures/required/cancel_icon.png
[2026-01-16T23:32:47.881Z] Checking: assets/minecraft/textures/required/directory_icon.png (isDirectory: false)
[2026-01-16T23:32:47.881Z] Found assets folder content
[2026-01-16T23:32:47.881Z] Validating image: assets/minecraft/textures/required/directory_icon.png
[2026-01-16T23:32:47.881Z] Checking: assets/minecraft/textures/required/exit_icon.png (isDirectory: false)
[2026-01-16T23:32:47.881Z] Found assets folder content
[2026-01-16T23:32:47.882Z] Validating image: assets/minecraft/textures/required/exit_icon.png
[2026-01-16T23:32:47.882Z] Checking: assets/minecraft/textures/required/next_page_icon.png (isDirectory: false)
[2026-01-16T23:32:47.882Z] Found assets folder content
[2026-01-16T23:32:47.882Z] Validating image: assets/minecraft/textures/required/next_page_icon.png
[2026-01-16T23:32:47.882Z] Checking: assets/minecraft/textures/required/previous_page_icon.png (isDirectory: false)
[2026-01-16T23:32:47.883Z] Found assets folder content
[2026-01-16T23:32:47.883Z] Validating image: assets/minecraft/textures/required/previous_page_icon.png
[2026-01-16T23:32:47.883Z] Checking: assets/minecraft/textures/required/ui/brewing_stand_recipe_builder.png (isDirectory: false)
[2026-01-16T23:32:47.883Z] Found assets folder content
[2026-01-16T23:32:47.884Z] Validating image: assets/minecraft/textures/required/ui/brewing_stand_recipe_builder.png
[2026-01-16T23:32:47.884Z] Checking: assets/minecraft/textures/required/ui/menu_items.png (isDirectory: false)
[2026-01-16T23:32:47.884Z] Found assets folder content
[2026-01-16T23:32:47.884Z] Validating image: assets/minecraft/textures/required/ui/menu_items.png
[2026-01-16T23:32:47.884Z] Checking: assets/minecraft/textures/required/ui/menu_items_search.png (isDirectory: false)
[2026-01-16T23:32:47.885Z] Found assets folder content
[2026-01-16T23:32:47.885Z] Validating image: assets/minecraft/textures/required/ui/menu_items_search.png
[2026-01-16T23:32:47.885Z] Checking: assets/nexo/textures/item/nexo_armor/forest_armor_layer_1.png (isDirectory: false)
[2026-01-16T23:32:47.885Z] Found assets folder content
[2026-01-16T23:32:47.886Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_armor_layer_1.png
[2026-01-16T23:32:47.886Z] Checking: assets/nexo/textures/item/nexo_armor/forest_armor_layer_2.png (isDirectory: false)
[2026-01-16T23:32:47.886Z] Found assets folder content
[2026-01-16T23:32:47.886Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_armor_layer_2.png
[2026-01-16T23:32:47.886Z] Checking: assets/nexo/textures/item/nexo_armor/forest_boots.png (isDirectory: false)
[2026-01-16T23:32:47.886Z] Found assets folder content
[2026-01-16T23:32:47.886Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_boots.png
[2026-01-16T23:32:47.887Z] Checking: assets/nexo/textures/item/nexo_armor/forest_chestplate.png (isDirectory: false)
[2026-01-16T23:32:47.887Z] Found assets folder content
[2026-01-16T23:32:47.887Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_chestplate.png
[2026-01-16T23:32:47.887Z] Checking: assets/nexo/textures/item/nexo_armor/forest_elytra.png (isDirectory: false)
[2026-01-16T23:32:47.887Z] Found assets folder content
[2026-01-16T23:32:47.887Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_elytra.png
[2026-01-16T23:32:47.888Z] Checking: assets/nexo/textures/item/nexo_armor/forest_elytra_icon.png (isDirectory: false)
[2026-01-16T23:32:47.888Z] Found assets folder content
[2026-01-16T23:32:47.888Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_elytra_icon.png
[2026-01-16T23:32:47.888Z] Checking: assets/nexo/textures/item/nexo_armor/forest_helmet.png (isDirectory: false)
[2026-01-16T23:32:47.888Z] Found assets folder content
[2026-01-16T23:32:47.888Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_helmet.png
[2026-01-16T23:32:47.889Z] Checking: assets/nexo/textures/item/nexo_armor/forest_horse_armor.png (isDirectory: false)
[2026-01-16T23:32:47.889Z] Found assets folder content
[2026-01-16T23:32:47.889Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_horse_armor.png
[2026-01-16T23:32:47.889Z] Checking: assets/nexo/textures/item/nexo_armor/forest_horse_armor_icon.png (isDirectory: false)
[2026-01-16T23:32:47.889Z] Found assets folder content
[2026-01-16T23:32:47.890Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_horse_armor_icon.png
[2026-01-16T23:32:47.890Z] Checking: assets/nexo/textures/item/nexo_armor/forest_leggings.png (isDirectory: false)
[2026-01-16T23:32:47.890Z] Found assets folder content
[2026-01-16T23:32:47.890Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_leggings.png
[2026-01-16T23:32:47.890Z] Checking: assets/nexo/textures/item/nexo_armor/forest_llama_armor.png (isDirectory: false)
[2026-01-16T23:32:47.890Z] Found assets folder content
[2026-01-16T23:32:47.891Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_llama_armor.png
[2026-01-16T23:32:47.891Z] Checking: assets/nexo/textures/item/nexo_armor/forest_llama_armor_icon.png (isDirectory: false)
[2026-01-16T23:32:47.891Z] Found assets folder content
[2026-01-16T23:32:47.891Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_llama_armor_icon.png
[2026-01-16T23:32:47.891Z] Checking: assets/nexo/textures/item/nexo_armor/forest_wolf_armor.png (isDirectory: false)
[2026-01-16T23:32:47.892Z] Found assets folder content
[2026-01-16T23:32:47.892Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_wolf_armor.png
[2026-01-16T23:32:47.892Z] Checking: assets/nexo/textures/item/nexo_armor/forest_wolf_armor_icon.png (isDirectory: false)
[2026-01-16T23:32:47.892Z] Found assets folder content
[2026-01-16T23:32:47.892Z] Validating image: assets/nexo/textures/item/nexo_armor/forest_wolf_armor_icon.png
[2026-01-16T23:32:47.892Z] Checking: assets/nexo/textures/item/nexo_furniture/arm_chair.png (isDirectory: false)
[2026-01-16T23:32:47.893Z] Found assets folder content
[2026-01-16T23:32:47.893Z] Validating image: assets/nexo/textures/item/nexo_furniture/arm_chair.png
[2026-01-16T23:32:47.893Z] Checking: assets/nexo/textures/item/nexo_furniture/arm_chair_dyeable.png (isDirectory: false)
[2026-01-16T23:32:47.893Z] Found assets folder content
[2026-01-16T23:32:47.893Z] Validating image: assets/nexo/textures/item/nexo_furniture/arm_chair_dyeable.png
[2026-01-16T23:32:47.893Z] Checking: assets/nexo/textures/item/nexo_furniture/coffee_table.png (isDirectory: false)
[2026-01-16T23:32:47.893Z] Found assets folder content
[2026-01-16T23:32:47.894Z] Validating image: assets/nexo/textures/item/nexo_furniture/coffee_table.png
[2026-01-16T23:32:47.894Z] Checking: assets/nexo/textures/item/nexo_furniture/coffee_table_dyeable.png (isDirectory: false)
[2026-01-16T23:32:47.894Z] Found assets folder content
[2026-01-16T23:32:47.894Z] Validating image: assets/nexo/textures/item/nexo_furniture/coffee_table_dyeable.png
[2026-01-16T23:32:47.894Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable.png (isDirectory: false)
[2026-01-16T23:32:47.894Z] Found assets folder content
[2026-01-16T23:32:47.895Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable.png
[2026-01-16T23:32:47.895Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_dyeable.png (isDirectory: false)
[2026-01-16T23:32:47.895Z] Found assets folder content
[2026-01-16T23:32:47.895Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_dyeable.png
[2026-01-16T23:32:47.895Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_inner.png (isDirectory: false)
[2026-01-16T23:32:47.895Z] Found assets folder content
[2026-01-16T23:32:47.896Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_inner.png
[2026-01-16T23:32:47.896Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_inner_dyeable.png (isDirectory: false)
[2026-01-16T23:32:47.896Z] Found assets folder content
[2026-01-16T23:32:47.896Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_inner_dyeable.png
[2026-01-16T23:32:47.896Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_left.png (isDirectory: false)
[2026-01-16T23:32:47.897Z] Found assets folder content
[2026-01-16T23:32:47.897Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_left.png
[2026-01-16T23:32:47.897Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_left_dyeable.png (isDirectory: false)
[2026-01-16T23:32:47.897Z] Found assets folder content
[2026-01-16T23:32:47.897Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_left_dyeable.png
[2026-01-16T23:32:47.897Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_outer.png (isDirectory: false)
[2026-01-16T23:32:47.898Z] Found assets folder content
[2026-01-16T23:32:47.898Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_outer.png
[2026-01-16T23:32:47.898Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_outer_dyeable.png (isDirectory: false)
[2026-01-16T23:32:47.898Z] Found assets folder content
[2026-01-16T23:32:47.898Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_outer_dyeable.png
[2026-01-16T23:32:47.898Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_straight.png (isDirectory: false)
[2026-01-16T23:32:47.898Z] Found assets folder content
[2026-01-16T23:32:47.899Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_straight.png
[2026-01-16T23:32:47.899Z] Checking: assets/nexo/textures/item/nexo_furniture/connectable/connectable_straight_dyeable.png (isDirectory: false)
[2026-01-16T23:32:47.899Z] Found assets folder content
[2026-01-16T23:32:47.899Z] Validating image: assets/nexo/textures/item/nexo_furniture/connectable/connectable_straight_dyeable.png
[2026-01-16T23:32:47.899Z] Checking: assets/nexo/textures/item/nexo_furniture/double_bed.png (isDirectory: false)
[2026-01-16T23:32:47.899Z] Found assets folder content
